year,area_fips,area_title,industry_group,annual_avg_emplvl,total_annual_wages_2015,avg_annual_pay_2015
1996,01001,"Autauga County, Alabama",total,9518,315150844.433,33111.0363976
1996,01003,"Baldwin County, Alabama",crops,845,21187010.9972,25073.3857955
1996,01003,"Baldwin County, Alabama",total,40067,1155656572.16,28843.102108
1996,01005,"Barbour County, Alabama",crops,45,948252.323758,21072.2738613
1996,01005,"Barbour County, Alabama",total,10043,309980466.224,30865.3257218
1996,01007,"Bibb County, Alabama",total,4245,125741687.316,29621.127754
1996,01009,"Blount County, Alabama",total,8744,251974024.978,28816.7915117
1996,01011,"Bullock County, Alabama",total,3333,89565511.9152,26872.3408087
1996,01013,"Butler County, Alabama",total,7225,202867409.823,28078.5342315
1996,01015,"Calhoun County, Alabama",crops,124,2459753.22266,19836.7195376
1996,01015,"Calhoun County, Alabama",total,46282,1566494531.02,33846.7337414
1996,01017,"Chambers County, Alabama",total,13000,428268966.033,32943.7666179
1996,01019,"Cherokee County, Alabama",crops,289,6691604.9038,23154.3422277
1996,01019,"Cherokee County, Alabama",total,4859,133765387.905,27529.4068543
1996,01021,"Chilton County, Alabama",crops,66,1305669.68213,19782.8739717
1996,01021,"Chilton County, Alabama",total,7760,222442486.0,28665.2688144
1996,01023,"Choctaw County, Alabama",total,5083,245623218.816,48322.4904221
1996,01025,"Clarke County, Alabama",total,10607,344196395.766,32449.9288928
1996,01027,"Clay County, Alabama",total,5773,156392977.183,27090.4169727
1996,01029,"Cleburne County, Alabama",total,2942,85847269.0204,29179.9010946
1996,01031,"Coffee County, Alabama",total,14609,411361222.43,28158.0684804
1996,01033,"Colbert County, Alabama",total,23515,932343322.916,39648.8761606
1996,01035,"Conecuh County, Alabama",total,4710,156234613.051,33170.8307965
1996,01037,"Coosa County, Alabama",total,2233,74489851.8341,33358.6439024
1996,01039,"Covington County, Alabama",total,13781,400432900.681,29056.8827139
1996,01041,"Crenshaw County, Alabama",total,3591,97630963.7762,27187.6813635
1996,01043,"Cullman County, Alabama",crops,56,981439.697051,17525.7088759
1996,01043,"Cullman County, Alabama",total,24101,780110894.044,32368.4035536
1996,01045,"Dale County, Alabama",total,16923,614065570.669,36285.857748
1996,01047,"Dallas County, Alabama",total,17568,526308862.009,29958.3824003
1996,01049,"DeKalb County, Alabama",total,22390,665743281.815,29733.9563115
1996,01051,"Elmore County, Alabama",crops,33,843899.074322,25572.6992219
1996,01051,"Elmore County, Alabama",total,11568,359030500.421,31036.5232037
1996,01053,"Escambia County, Alabama",total,13739,445857331.064,32451.9492731
1996,01055,"Etowah County, Alabama",total,37280,1310666961.71,35157.3755824
1996,01057,"Fayette County, Alabama",total,6484,205255353.517,31655.6683401
1996,01059,"Franklin County, Alabama",total,11040,324024439.429,29350.0398034
1996,01061,"Geneva County, Alabama",total,6351,164782884.156,25945.9745168
1996,01063,"Greene County, Alabama",total,2248,66648727.8813,29648.0106233
1996,01065,"Hale County, Alabama",total,3747,93207805.359,24875.3150144
1996,01067,"Henry County, Alabama",crops,94,2089648.66312,22230.3049268
1996,01067,"Henry County, Alabama",total,4495,135082010.251,30051.6151838
1996,01069,"Houston County, Alabama",crops,42,900936.330949,21450.8650226
1996,01069,"Houston County, Alabama",total,45679,1590950352.48,34828.9225352
1996,01071,"Jackson County, Alabama",total,16720,593270069.445,35482.6596558
1996,01073,"Jefferson County, Alabama",total,367933,16255078351.7,44179.452106
1996,01075,"Lamar County, Alabama",total,5944,179879422.14,30262.3523115
1996,01077,"Lauderdale County, Alabama",total,32743,1007138240.22,30758.887097
1996,01079,"Lawrence County, Alabama",crops,69,1736673.41162,25169.1798786
1996,01079,"Lawrence County, Alabama",total,6766,301026373.905,44491.0395958
1996,01081,"Lee County, Alabama",total,38408,1277790872.83,33268.8729649
1996,01083,"Limestone County, Alabama",crops,264,7280013.33053,27575.8080702
1996,01083,"Limestone County, Alabama",total,20607,1067409078.68,51798.3733043
1996,01085,"Lowndes County, Alabama",total,2544,93387609.4557,36708.965981
1996,01087,"Macon County, Alabama",crops,57,1449253.98768,25425.5085558
1996,01087,"Macon County, Alabama",total,6624,236893186.972,35762.860352
1996,01089,"Madison County, Alabama",crops,137,2830194.71752,20658.3556023
1996,01089,"Madison County, Alabama",total,140743,6679387198.58,47458.0419529
1996,01091,"Marengo County, Alabama",total,7848,255081982.825,32502.8010736
1996,01093,"Marion County, Alabama",total,12574,414909548.694,32997.419174
1996,01095,"Marshall County, Alabama",total,35908,1103123463.83,30720.8272205
1996,01097,"Mobile County, Alabama",crops,708,18811405.4814,26569.7817534
1996,01097,"Mobile County, Alabama",total,165228,6377407074.11,38597.6170753
1996,01099,"Monroe County, Alabama",total,9807,377478898.137,38490.7615109
1996,01101,"Montgomery County, Alabama",crops,217,4559630.81896,21012.1235897
