year,area_fips,area_title,industry_group,annual_avg_emplvl,total_annual_wages_2015,avg_annual_pay_2015
2014,01001,"Autauga County, Alabama",crops,38,973380.842543,25615.2853301
2014,01001,"Autauga County, Alabama",total,10458,358431965.895,34273.4715907
2014,01003,"Baldwin County, Alabama",crops,481,15632822.848,32500.6712017
2014,01003,"Baldwin County, Alabama",total,65024,2156596122.77,33166.1559235
2014,01005,"Barbour County, Alabama",crops,40,1392144.72017,34803.6180042
2014,01005,"Barbour County, Alabama",total,8166,278023879.803,34046.5196918
2014,01007,"Bibb County, Alabama",total,4240,158385022.876,37354.9582254
2014,01009,"Blount County, Alabama",crops,0,0.0,
2014,01009,"Blount County, Alabama",total,7960,261500844.178,32851.8648464
2014,01011,"Bullock County, Alabama",crops,0,0.0,
2014,01011,"Bullock County, Alabama",total,2932,95247947.3411,32485.6573469
2014,01013,"Butler County, Alabama",crops,0,0.0,
2014,01013,"Butler County, Alabama",total,6818,216328552.266,31729.0337733
2014,01015,"Calhoun County, Alabama",crops,0,0.0,
2014,01015,"Calhoun County, Alabama",total,43719,1620859440.98,37074.4857151
2014,01017,"Chambers County, Alabama",total,8178,271860418.027,33242.8977778
2014,01019,"Cherokee County, Alabama",crops,131,3054575.88969,23317.3732037
2014,01019,"Cherokee County, Alabama",total,5130,164471366.94,32060.6953099
2014,01021,"Chilton County, Alabama",crops,53,895352.022711,16893.4343908
2014,01021,"Chilton County, Alabama",total,9207,304854108.626,33111.1229093
2014,01023,"Choctaw County, Alabama",total,3432,163609990.203,47671.9085674
2014,01025,"Clarke County, Alabama",total,8161,311310261.077,38146.0925226
2014,01027,"Clay County, Alabama",total,3736,114148388.966,30553.6373036
2014,01029,"Cleburne County, Alabama",crops,0,0.0,
2014,01029,"Cleburne County, Alabama",total,2364,94083428.2292,39798.4044963
2014,01031,"Coffee County, Alabama",crops,47,1398819.83169,29762.1240786
2014,01031,"Coffee County, Alabama",total,14781,472053433.552,31936.5018302
2014,01033,"Colbert County, Alabama",crops,28,1038124.5184,37075.8756572
2014,01033,"Colbert County, Alabama",total,23128,953179707.328,41213.2353566
2014,01035,"Conecuh County, Alabama",crops,0,0.0,
2014,01035,"Conecuh County, Alabama",total,3462,115983557.044,33501.8940046
2014,01037,"Coosa County, Alabama",total,1286,45595541.24,35455.3197823
2014,01039,"Covington County, Alabama",crops,49,1145017.41357,23367.7023177
2014,01039,"Covington County, Alabama",total,12402,412110938.039,33229.393488
2014,01041,"Crenshaw County, Alabama",total,3703,128050820.06,34580.2916716
2014,01043,"Cullman County, Alabama",crops,0,0.0,
2014,01043,"Cullman County, Alabama",total,26635,958806903.44,35998.0065117
2014,01045,"Dale County, Alabama",crops,14,671760.316334,47982.8797381
2014,01045,"Dale County, Alabama",total,16677,834308816.625,50027.5119401
2014,01047,"Dallas County, Alabama",crops,38,1345382.89567,35404.813044
2014,01047,"Dallas County, Alabama",total,12696,441555089.273,34779.0713038
2014,01049,"DeKalb County, Alabama",crops,0,0.0,
2014,01049,"DeKalb County, Alabama",total,20737,687910715.135,33173.1067722
2014,01051,"Elmore County, Alabama",crops,0,0.0,
2014,01051,"Elmore County, Alabama",total,18688,615570628.194,32939.3529641
2014,01053,"Escambia County, Alabama",crops,28,773825.344723,27636.6194544
2014,01053,"Escambia County, Alabama",total,12246,448445996.033,36619.7938946
2014,01055,"Etowah County, Alabama",crops,0,0.0,
2014,01055,"Etowah County, Alabama",total,35141,1205650383.14,34308.9377973
2014,01057,"Fayette County, Alabama",crops,0,0.0,
2014,01057,"Fayette County, Alabama",total,3809,121238160.385,31829.3936426
2014,01059,"Franklin County, Alabama",crops,0,0.0,
2014,01059,"Franklin County, Alabama",total,9931,323796785.575,32604.650647
2014,01061,"Geneva County, Alabama",crops,194,6710760.84863,34591.5507661
2014,01061,"Geneva County, Alabama",total,4858,144996366.116,29846.9259193
2014,01063,"Greene County, Alabama",crops,0,0.0,
2014,01063,"Greene County, Alabama",total,1816,54346201.9543,29926.322662
2014,01065,"Hale County, Alabama",crops,0,0.0,
2014,01065,"Hale County, Alabama",total,2736,92783350.3878,33912.0432704
2014,01067,"Henry County, Alabama",crops,0,0.0,
2014,01067,"Henry County, Alabama",total,3302,121018179.066,36649.9633754
2014,01069,"Houston County, Alabama",crops,69,1801915.66967,26114.7198504
2014,01069,"Houston County, Alabama",total,46222,1765523993.88,38196.6161975
2014,01071,"Jackson County, Alabama",crops,37,542870.690966,14672.1808369
2014,01071,"Jackson County, Alabama",total,15997,545354720.534,34091.0621075
2014,01073,"Jefferson County, Alabama",crops,0,0.0,
2014,01073,"Jefferson County, Alabama",total,339026,17254828743.2,50895.2963583
2014,01075,"Lamar County, Alabama",crops,0,0.0,
2014,01075,"Lamar County, Alabama",total,3260,118298367.979,36287.8429383
2014,01077,"Lauderdale County, Alabama",crops,66,1783367.12968,27020.714086
2014,01077,"Lauderdale County, Alabama",total,29732,960564050.707,32307.4145939
2014,01079,"Lawrence County, Alabama",crops,136,4914127.59809,36133.2911625
2014,01079,"Lawrence County, Alabama",total,4937,226146984.525,45806.5595555
2014,01081,"Lee County, Alabama",crops,0,0.0,
2014,01081,"Lee County, Alabama",total,53693,1884458124.43,35096.9050794
2014,01083,"Limestone County, Alabama",crops,132,3609188.84974,27342.3397708
2014,01083,"Limestone County, Alabama",total,22102,966575206.403,43732.4769886
2014,01085,"Lowndes County, Alabama",crops,62,1307941.39714,21095.8289861
2014,01085,"Lowndes County, Alabama",total,2326,100894052.431,43376.634751
2014,01087,"Macon County, Alabama",crops,60,1720232.409,28670.5401501
2014,01087,"Macon County, Alabama",total,4949,197476481.42,39902.2997415
2014,01089,"Madison County, Alabama",crops,95,3632752.48403,38239.4998319
2014,01089,"Madison County, Alabama",total,182630,10078858027.2,55187.3078202
2014,01091,"Marengo County, Alabama",crops,0,0.0,
2014,01091,"Marengo County, Alabama",total,7041,263494007.249,37422.8102896
2014,01093,"Marion County, Alabama",total,9330,299320272.965,32081.4869201
2014,01095,"Marshall County, Alabama",crops,0,0.0,
2014,01095,"Marshall County, Alabama",total,33447,1112423932.3,33259.3037432
2014,01097,"Mobile County, Alabama",crops,524,15476211.5355,29534.7548388
2014,01097,"Mobile County, Alabama",total,165758,7226194219.04,43594.8444059
2014,01099,"Monroe County, Alabama",crops,0,0.0,
2014,01099,"Monroe County, Alabama",total,6198,242881971.712,39187.1525835
2014,01101,"Montgomery County, Alabama",crops,15,412301.024029,27486.7349353
2014,01101,"Montgomery County, Alabama",total,128537,5513537161.53,42894.55302
2014,01103,"Morgan County, Alabama",crops,0,0.0,
2014,01103,"Morgan County, Alabama",total,46389,1918984627.69,41367.2342083
2014,01105,"Perry County, Alabama",total,2038,59601461.092,29245.0741374
2014,01107,"Pickens County, Alabama",crops,0,0.0,
2014,01107,"Pickens County, Alabama",total,3746,132196065.32,35289.9266738
2014,01109,"Pike County, Alabama",crops,0,0.0,
2014,01109,"Pike County, Alabama",total,13423,506692577.689,37748.0874387
2014,01111,"Randolph County, Alabama",total,4613,142510701.561,30893.2801997
2014,01113,"Russell County, Alabama",crops,0,0.0,
